roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,detector,fs_hz,label
0.9179236512053851,0.039276370820857755,0.969333992705334,0.01754786568674548,0.7896763952825099,0.026819971132974428,0.09699346405228758,0.08453585776349982,5,mafaulda,ocsvm,480.0,underhang_cage_fault
0.9212376043863933,0.040506801070564445,0.9695600163702354,0.024462407638457858,0.8137463305481398,0.05021344761242802,0.09699346405228758,0.08453585776349982,5,mafaulda,ocsvm,480.0,underhang_outer_race
0.7940362996157425,0.0519820477444706,0.9516448152026455,0.019538171029323058,0.5776926891520032,0.09199765635827299,0.09699346405228758,0.08453585776349982,5,mafaulda,ocsvm,480.0,vertical_misalignment
0.5062684224016404,0.08640302006744564,0.8117023740376392,0.04533646551028638,0.08191984985993714,0.04988391874842253,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,horizontal_misalignment
0.8210750448936681,0.04817973794734868,0.9570760326202589,0.02038265916955699,0.09066857014134463,0.020253987570690305,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,imbalance
0.8772924231420964,0.04884704697987664,0.9449585779806583,0.0252585138395081,0.32902696309802343,0.08569836534723485,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,overhang_ball_fault
0.7888668599395243,0.0713568477274446,0.918862373580534,0.03983377675096611,0.0735293522660531,0.02133229175107559,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,overhang_cage_fault
0.8885877901212084,0.05913778948365227,0.9484556112718521,0.03196764158907493,0.10471726051828337,0.032448591222337786,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,overhang_outer_race
0.652938491213851,0.0821751154984472,0.8679593072608812,0.04162778607555771,0.08904582906308532,0.053296607390780265,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,underhang_ball_fault
0.7067884055973657,0.0715082034998907,0.893465866550206,0.035616983872673286,0.11281333188913045,0.030980682689296813,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,underhang_cage_fault
0.6984840665348162,0.07752114215626757,0.8823875746093875,0.04169985015365836,0.0620501965855695,0.025570922266736504,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,underhang_outer_race
0.5575257813829485,0.05835451364449314,0.8816511035087483,0.02067730701525789,0.06895543950137209,0.04357472998057608,0.021176470588235293,0.02300894966542111,5,mafaulda,mahalanobis,240.0,vertical_misalignment
0.5497041276037816,0.08770060884275699,0.8290519333416839,0.039604421841094285,0.1918830592110801,0.05016220871224837,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,horizontal_misalignment
0.8592862519738519,0.0150664874690226,0.9735611007263053,0.011411300543555427,0.8402774008679843,0.024971701426472544,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,imbalance
0.9357530884539728,0.022907168146241372,0.9755040513684886,0.009998682237055849,0.8900300542936836,0.023653920626818727,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,overhang_ball_fault
0.8168938087604998,0.060311620903303415,0.9439878181763663,0.026821289414686252,0.7685360138249262,0.06200595562160705,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,overhang_cage_fault
0.9385479542554757,0.032032067848423884,0.9777855974016632,0.014902226404515839,0.8995209029007707,0.030405225408576018,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,overhang_outer_race
0.7634975605727745,0.05397126490763331,0.9164642984618723,0.02733085572385183,0.5396348801486,0.056393410982329945,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,underhang_ball_fault
0.8008552405984567,0.04739814299048918,0.9348789141494122,0.022894500884521142,0.6582098491479724,0.038146032331897915,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,underhang_cage_fault
0.8231408686656667,0.036519451081205516,0.9372763250013845,0.026632467844404265,0.6401870863787427,0.041960877741631875,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,underhang_outer_race
0.6548714008693588,0.029010600275719098,0.9157658328827296,0.013365226026173705,0.34264758886034635,0.1132028287904946,0.09137254901960784,0.07462066056708354,5,mafaulda,ocsvm,240.0,vertical_misalignment
