roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,noise_type,snr_db,label
0.7895691393451363,0.0707393920567147,0.9193345690243291,0.03945013192998746,0.07579246291111522,0.02357845544009833,0.021176470588235293,0.02300894966542111,5,mafaulda,shake,30,overhang_cage_fault
0.888060812588221,0.05867622730389648,0.9483212365659146,0.031639370996057604,0.10468791371643582,0.033351353742139954,0.021176470588235293,0.02300894966542111,5,mafaulda,shake,30,overhang_outer_race
0.6518097864756033,0.08181027664373812,0.8678511437681863,0.04151532058058982,0.08799333597007122,0.05100942478285433,0.021176470588235293,0.02300894966542111,5,mafaulda,shake,30,underhang_ball_fault
0.7070631768173199,0.07115237043723228,0.8937515585927928,0.03563820031210696,0.1133498101047141,0.03161468424884553,0.021176470588235293,0.02300894966542111,5,mafaulda,shake,30,underhang_cage_fault
0.6963294436304818,0.07772506540225445,0.8818089290259283,0.041604101958679814,0.06321123174360854,0.028158151391996896,0.021176470588235293,0.02300894966542111,5,mafaulda,shake,30,underhang_outer_race
0.5566217280869276,0.0579191255335107,0.8814953002951619,0.020529146089767802,0.0692897903432518,0.04427558783180812,0.021176470588235293,0.02300894966542111,5,mafaulda,shake,30,vertical_misalignment
0.5014718451483158,0.08896961560039898,0.8104475483182764,0.04561456234621346,0.08420571689111231,0.05045850199354272,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,horizontal_misalignment
0.8200988451889655,0.051823420249325895,0.956915029157754,0.02152837219115987,0.09423117622796187,0.02063424782665856,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,imbalance
0.8903947708349861,0.04114911831020089,0.9505138778373933,0.022363668163932,0.34213971211397465,0.09311767374734957,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,overhang_ball_fault
0.787768453210085,0.07631413308814006,0.9192119946187903,0.04079950996946697,0.07930621996638806,0.023485113440435836,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,overhang_cage_fault
0.8850263466890675,0.06111391226706788,0.9486809549207337,0.031656759773245925,0.1107811636205954,0.038228208529809043,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,overhang_outer_race
0.6508304388890803,0.09146831217426836,0.8671054968489397,0.04560322477350025,0.08448881235376515,0.03733927579521972,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,underhang_ball_fault
0.7065856386344456,0.08250822568178764,0.8936092572655274,0.03954713771377389,0.11353959627390268,0.027064290631453894,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,underhang_cage_fault
0.6937595958126523,0.08734309573772346,0.8808827176090522,0.04501839973625927,0.05980651218239922,0.019783506575132125,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,underhang_outer_race
0.5527556110197213,0.059539869587711375,0.8815724999221016,0.019993094425596856,0.07138029633974077,0.04732312110695342,0.01764705882352941,0.023529411764705882,5,mafaulda,shake,20,vertical_misalignment
0.49962417807746523,0.07338869077074792,0.8096248194163292,0.03571125102041671,0.031796201038028736,0.028257946481019074,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,horizontal_misalignment
