roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,domain,max_order,n_windows,auc_ball,auc_inner_race,auc_outer_race
0.9996742367833209,0.000651526433358196,0.9999825611939053,3.487761218945451e-05,0.9838565810612357,0.01929319151991588,0.49324324324324326,0.5696551056312972,4,acceleration,40.0,1737,0.9986,1.0,1.0
0.9502788887483096,0.09914354220940882,0.9971863946285744,0.00560124105866185,0.9817609789082803,0.016976287435093385,0.49324324324324326,0.5696551056312972,4,acceleration,200.0,1737,0.8943,0.8537,0.9999
0.987811861338549,0.01870360764514093,0.9992875517757771,0.0009863794308857844,0.9804760157245973,0.017114174830375625,0.5,0.5773502691896257,4,acceleration,800.0,1737,0.9467,1.0,1.0
0.749683926518258,0.06254164793514733,0.9740211540004486,0.010442197195462646,0.40960998130150394,0.016086889344155076,0.006756756756756757,0.013513513513513514,4,displacement,40.0,1737,0.7157,0.7451,0.7653
0.7504392902178073,0.06280190257964305,0.9740970613639878,0.010445728542086072,0.40960998130150394,0.016086889344155076,0.006756756756756757,0.013513513513513514,4,displacement,200.0,1737,0.7156,0.7495,0.765
0.7504392902178073,0.06280190257964305,0.9740970613639878,0.010445728542086072,0.40960998130150394,0.016086889344155076,0.006756756756756757,0.013513513513513514,4,displacement,800.0,1737,0.7156,0.7495,0.765
